review_text,Review_Angles
Awesomesauce game! And with almost all DLC it gets a bit better :),"Consumer Value, Content Completeness"
Awesome,Consumer Value
"The last DLCs are a joke. 
CA stopped to deliver their promises and doubled down on the community by pressuring them into buying DLCs or else they would cease the development of the game or other TW titles.","Consumer Value, Developer-Publisher Relationship, Content Quality"
"What should have been Creative Assembly's crowning achievement has instead become one of its greatest embarrassments.  Not even accounting for its trainwreck of a release and miserable base game experience prior to Immortal Empires, Total War: Warhammer 3 is a perfect example of a game the developers and publishers care nothing for, other than enhancing their financial bottom line. 
Bugs and glitches that have existed since at least Total War: Warhammer 2 (I'm looking at you, gate bug) continue to persist, despite years of ""patching"".  Worse, the patch rate for the game is barely a hobble, with patches only coming out when major content updates occur.  This means bugs, like Nakai the Wanderer being unable to recruit Kroxigors (a lord who, I should remind you, was PAID DLC for Warhammer 2) persist for months at a time, despite the fix being proven by modders to be no more difficult than a single line of code.  There are HUNDREDS of problems, both minor and major, with the game that have existed for ages now and show no sign of being fixed or repaired. 
The price increase is the straw that broke the camel's back.  It's an out of touch, outright disrespectful change that proves what the fans have known for a long time: Creative Assembly doesn't care about their game, and they don't care about us.  The price increase would come with grumbling acceptance if, otherwise, CA showed any outward sign of caring for one of their most successful game series ever.  Instead, they continue to let their game be broken, while shovelling the bare minimum amount of content into a paid DLC, while bumping up the price with the excuse of ""increased costs"" as their only justification. 
Do not buy this game.  Do not play this game.  The developer and publisher don't care about this game, so neither should you.

EDIT: 
Coming to edit because Creative Assembly has not learnt their lesson.  They pretend to care by providing ""patches"" and ""bug fixes"" that instead introduce old or new issues that persist for MONTHS at a time with no acknowledgment.  This review was prompted by the (re?) introduction of a bug that prevents the AI for factions like the Lizardmen and Tomb Kings to do NOTHING.  At all.  They sit idly and allow the player and other factions to do as they please with no response at all.  CA did not acknowledge this until a certain major youtuber made a video on the issue; CA then released a statement pretending to care, pretending that this issue has been on their radar ""for some time"", and that we can expect it to be fixed at the end of October 2025. 
It has been about ten months since the Omens of Destruction DLC came out, and we have received little information on the Tides of Torment DLC.  One DLC a year for the only game actually bringing in revenue for CA is an abysmal rate of content release, almost insultingly low.  They have been almost radio silent on the DLC, likely because it has been messy or because this is the final DLC.  That is my suspicion, based on their lack of willingness to work on the game's problems and release information on this DLC or any future content. 
The siege ""rework"" will never be finished.  This series sieges have been a mess since game 1, and they never sorted it out.  All the changes they've made over the series life have been trivial at best, terrible at worst, and are indicative of a key trait of CA's development: they don't play their own game.  They throw changes out there and hope the community loves it.  
Do not buy.  This review will never change its rating because they will NEVER fix the issues that need to be fixed.  Sieges will remain broken, buggy, and unfun.  This game will never reach the potential shown when the series was first revealed.","Technical Stability, Developer Support, Consumer Value"
A fantastic strategy game. Very high cost for all content which is normal for the genre. No dlc is essential. Only get what you need. Hoping shadows of change is improved. Hoping thrones of decay is good.,"Consumer Value, Content Pricing, Future Content Expectations"
One of the best strategy game,"Gameplay Quality, Genre Comparison, Consumer Value"
Make. The right. One!,"Product Quality, Consumer Satisfaction, Brand Trust"
I,Insufficient Information
他妈的是真好玩,Gameplay Enjoyment
one of the best strategy games on the PC,"Genre Comparison, Platform Quality, Overall Excellence"
amazing game even though im not good at it,"Gameplay Enjoyment, Skill Accessibility"
So much replayability it is insane,"Replayability, Gameplay Longevity, Consumer Value"
Main campaign is cool but just buy this game if you are ready to sell both of your kidneys so you can experience the full game. lmao,"Consumer Value, Monetization Critique"
"It's good now, DLC prices dropped a bit and is more reasonable. DLC listing is daunting, it's a 9 year old franchise and carries between games though so it's chill.","Consumer Value, Content Accessibility"
"Warhammer fantasy brought too life , with all the lore and Characters. would recommend some amazing mods for Warhammer 3 on the steam workshop","Lore Authenticity, Modding Community"
interesting,Engagement Appeal
"Solid game! Bought full retail, no dlc, and I'm already happy with my purchase. Haven't played Total War since Rome/Shogun, and I was never super into it, but I find myself drawn to this one, the Warhammer Universe just suites it so well. Even just playing Cathay has given me tons of fun battles and opportunities to execute different strategies and improve control and battle tactics. With the challenging campaign map on default settings (for me), I've already gotten a good 100 hours out of this.

It's a shame they don't have cutscenes for assassinations and character actions, but I don't think they've had that since Shogun?
Still -- Imagine a goblin attempting to assassinate a warboss, but just before he strikes, a purple ork pancakes him with a maul from the shadow.","Consumer Value, Gameplay Experience, Narrative Immersion"
"Creative Assembly ruined this game.  I will never be giving them another single dime.

Edit:  Also, the amount of crashing that happens is unbelievable.  Fuck absolutely everything about this piece of garbage.","Consumer Value, Technical Stability"
"I remember when you'd wait to play a game for a while, and it'd get better.
What the fuck happened here?","Consumer Value, Game Quality Decline, Historical Comparison"
"Who ever thought this was acceptable. 
how?
Y

Watch the youtuber Volound for leaks about how bad CA is and is doing.
Also Arch.","Corporate Ethics, Product Quality, Community Trust"
"I dont know how anyone can knock this game aside from not looking at the part requirements. the story is rich, i can play as a dwarf, you could play as a dwarf. we could play as dwarves. what more do you need?","Narrative Quality, Character Customization, System Requirements"
good game,Overall Enjoyment
The chaos rift mechanics sucks so hard. You cannot beat the A.I. to the race.,"Gameplay Balance, Player vs AI Competition"
"I love this game and used to play it all the time. However I got a new computer recently and noticed that textures, health bars, and movement arrows no longer show consistently (They flicker out of visibility so I cant see what units are where, if they are dying, or if they are moving). Turns out if you have an RTX 5070, 5080, or 5090 there is a known issue where this happens. They have known about it since those cards came out (at this point 10 months ago) and haven't fixed it or found a solution. So I guess I'm done playing it since I can't anymore. Goodbye Warhammer Total Wars, I will miss you greatly","Technical Stability, Consumer Value, Developer Responsiveness"
"I'm not buying shadows of change the price is a joke. I'd buy Nippon out of pure curiosity, I can't think of anything else I want from the old world.","Consumer Value, Product Curiosity"
"Decent strategy game, DLC's are a bit too small rather would apriciate what they do in 4 DLC's done in 1. IT is what it is","Content Value, DLC Strategy"
game is shit and the moderators too,"Game Quality, Community Management"
thumbs up,Overall Satisfaction
The culmination of a decade of development. CA have finally sorted themselves out after the SoC debacle. Epic Game.,"Product Evolution, Developer Reputation, Overall Enjoyment"
"Loving the new features and factions. This game is going to be the best one in the series. I hope they include the rift features into the ME campaign to spice things up. 

","Gameplay Innovation, Series Comparison, Future Feature Integration"
Deez Nuts,"Content Quality, Review Credibility"
"
Gorgeous graphics, great improvement compared to Warhammer II.
Very good story.","Visual Quality, Comparative Improvement, Narrative Quality"
aint got much on 2; waste of £50 so far,"Consumer Value, Financial Investment"
"Very good game, don't play it 10/10","Consumer Value, Gameplay Experience"
Great replayability,"Consumer Value, Gameplay Longevity"
This game will give you endless hours of solid game play experiences. Highly Recommend,"Consumer Value, Gameplay Experience"
"Instead of being CA's magnum opus we get a game that is objectively less functional and arguably less enjoyable than TW:Warhammer II so SEGA can chase an already dead trend with Hyenas. A game nobody asked for, nobody wanted and will almost certainly be DoA.

Despite the immense size of Immortal Empires and the abundance of factions, magic and units, the experience itself becomes stale rather quickly. Once you've secured your starting area and built a couple of solid armies there is almost nothing left to challenge you as the AI is literally incapable of even trying to erect an Illusion of opposition. At turn 200 they'll be running around with crapstacks, happily yeeting them into your fortified cities just to slightly inconvenience you while you are busy sacking their main realm. The only AI factions that are actually able to snowball to endgame are the ones that are able to confederate as they get a massive boost, so have fun facing the same AI blobs in every lategame campaign.
Once you've dealt with them (which usually turns out to be extremely easy because the AI's armies are completely worthless) the game turns into a boring and tedious map painting simulator. 
The endgame crises, which were supposed to be these exciting scenarios that were going to challenge the player in unique ways also turned out to be worse than the Chaos Invasion from TW:WH I, as they literally just spawn a bunch of doomstacks within their Factions original realms. Very creative. 
Sieges and especially settlement battles are somehow worse than they were in Rome II, a game which released a decade ago.

I could go on and on, as I haven't touched on most of the games issues like the absurd amount of bugs, powercreep, lack of love for older factions and DLC price policy, etc. But I've already put in more work writing this review than CA has into actually polishing this game. At this point I can only hope the inevitable flop of Hyenas will finish the company for good so SEGA can finally take CA out back and shoot them. Perhaps a more competent developer will come along and pick up the IP and bring Total War back to it's former glory.","Consumer Value, Gameplay Depth, AI Competence"
Cool ghame with hors,"Gameplay Appeal, Content Quality"
"I bet my opinion of the game will improve significantly given time and the new grand campaign mode that is to come, but for now I have had so much difficulty with technical issues, messy AI, graphical oddities and overwhelmingly-downgraded UI that my opinion of this game is very negative. The amount of crashes I have had from alt-tabbing has made it difficult to want to open the game knowing that it will likely crash if I dare tab out to click on a YouTube video or something. The gameplay itself is pretty decent and I have had bouts of fun with it, but after having such a great experience with previous Total War: Warhammer titles that did not suffer from a plethora of weird problems this game feels like a downgrade, even alongside all of the improvements they have made to sieges, coop, etc. At the moment I wish they had simply added this game's factions as DLC for Warhammer 2 instead of releasing an entirely new game. I will eventually update this review to recommended when the problems get kinked out.

Update: Too lazy to update in detail, but CA has improved on many of the game's flaws and I have begun recommending it to friends.","Technical Stability, User Interface & Experience, Comparative Franchise Evaluation"
Basic Achievements for new Race? No! Price Increase and less Lords for new Race? Yes!,"Consumer Value, Content Quantity, Pricing Fairness"
"CA wakes up every morning and has Wheaties in dogwater. 
The prospect of paying an up-charged $25 so Bonehead United can pay off all the employees of the bug fix team has me more bricked up than 1960's Berlin. Don't give us ANY lords, please. We're all just happy to bend over and ask you for nothing more than a checklist of reasons why we -- the consumers -- are wrong. Welcome to Creative Assembly; Spread 'Em Wide.","Consumer Value, Corporate Practices, Player Agency"
"If you've played the previous two games in the series or like Total War games in general, it is probably worth buying this game. I've seen some reviews complaining about it's quality as an RTS game, Total War games are turn based strategy games, they have real time battles, but are not really trying to compete in the RTS arena. If you are buying this as an RTS game, you are going to be disapointed. 

The new faction mechanics and updates to the campaign are mostly improvements and add variety from previous titles, but it did launch with bugs that while they haven't totally broken the game. The worst bugs and campaign quirks have been or getting fixed rapidly, but if you've never played a Total War game before you might want to pick up an older title and see if you like the genre first.

Biggest complaint so far is that the update/patching process invalidates in previously saved games, this has not happened previously in Total War games for every update and it's annoying it you don't have the time to sit down and play days at a time in one go.","Genre Expectations, Comparative Value, Technical Quality"
"السلام على من اتبع الهدى.
عدم صدور اللعبة باللغة العربية مع ان الناطقين بها كُثُرٌ هو من اوضع العيوب الواضحة لهذه اللعبة بحيث ان اللعبة صدرت بلغات كثيرة الناطقين بها اقل جدا مقارنة باللغة العربية فلا اعلم هل هي عنصرية ضد العرب واللغة العربية ام هو سوء تسويق وسوء ادارة من الشركة الناشرة والمطورة للعبة، وقد اضر باستمتاعي باللعبة عدم وجود اللغة العربية لانها لغتي الام وليست اللغة الانجليزية...
وشكرا لمن يهتم.","Localization & Accessibility, Cultural Representation, Consumer Experience"
"Game is amazing even if very expensive. People focus on bugs way too much, the game works great even if there are bugs, like in any other game out there.
I think the main reason people hate on the game is that since it's very expensive, it makes them expect the game to be perfect and absolutely bug free, which is fair enough I guess.
But stop acting like it's a complete broken mess that won't even start cause it's not.
Game is very fun, huge, amazing battles, lots of races and variety, every campaign is different, lore  and world building are amazing and immersive, lots and lots of replayability, I love it so much.","Consumer Value, Technical Stability, Gameplay Experience"
"Menacing the player to stop developing the game if they don't buy the dlc isn't a good marketing plan CA.
They had a golden egg laying hen but they ruined it by being too greedy and lazy to put out good content but they can't even make acceptable content.
I just dare them to drop the support on warhammer 3 and watch their studio burn from the inside as we can see the pre-order on the already dead game that total war pharaoh will be.

As for the game it's crippled with long lasting bug that CA are just too lazy to fix
Don't buy the game it's just not worth it maybe CA will wake up but i don't have much hope for this greedy joke of a company.","Consumer Value, Technical Stability, Company Ethics"
Released the same game for the third time and they somehow managed to make it worse than the first one. Probably should have invested in your main earner and not some hero shooter CA,"Consumer Value, Product Strategy, Game Quality"
Why do we need hands when we can have crab claws?,"Human-Machine Integration, Biological vs Technological Enhancement, Practical Utility"
"Its a good game with a SALTY community. If you like Civilization, Age of Wonders, Mount and Blade, etc. and somehow haven't heard of Total War, this game slaps. IGNORE THE COMMUNITY, they will suck any enjoyment or fun you have out of this game.","Gameplay Quality, Community Impact, Genre Comparison"
better than release,"Product Quality, Consumer Value"
it takes a special kind of greedy to make me put a negative review but I cannot recommend this game when it costs hundreds of dollars in DLC and CA are trickling updates out and expecting praise,"Consumer Value, Update Policy, Developer-Publisher Relationship"
One of the best pc games of all time.,"Overall Quality, Historical Significance, Consumer Value"
"still to many bugs. Constantly crashing. i want to like it, i want to play it but i can't","Technical Stability, User Experience, Emotional Engagement"
Love it.  Multiplayer is fun,"Consumer Value, Gameplay Experience"
fun,Entertainment Value
Not enough bug fixing,"Technical Stability, Quality Assurance, Product Support"
Great game 5/7,Overall Enjoyment
"Love this franchise, was amazing so glad a friend of mine gifted me this game!!! Was very Greatful of the gesture
","Consumer Value, Social Experience"
in a constant state of an upward climb! Gotta appreciate the rise. Love the demon customization too. A unique way to play the game. Get some fairly nasty abilities as well. Beware the frozen throne!,"Gameplay Progression, Character Customization, Ability System"
"This game has everything you are looking for in an RPG Fantasy turn-based Strategy PC game. I would recommend playing with an experienced player to get your head around the basics, other than that a fun game to explore with plenty of help in the tutorials. 

","Consumer Value, Learning Curve, Tutorial Support"
"Very bad performance issues on release, barely playable. Day 1 is not an excuse to release a broken product.","Technical Stability, Consumer Value, Release Standards"
"they got a sudden small change of heart it seems.


still smell a hint of Sims 4 though","Content Direction, Gameplay Familiarity"
"even though its on sale right now for 47 bucks I still cant bring myself to buy this dumpster fire. I have 2000 hours in total war warhammer 2 and its insane how much of a better game that is, the fact that all the custom u.i's and overlays from wh2tw didint make it into 3 is seriously garbage, the red/green u.is look terrible. charging for blood effects for the 3rd time? i cant tell you how despicable that is. the fact that twwh3 is running on a older and lower quality engine is pretty despicable, tons of changes from the second game never made it into the 3rd.. unreal... this new cartoony and bad looking graphics/art-style makes me angry that game developers will make a game rated for adults but target children and underage demographics. the condensing that happened in this 3rd game is horrible, we literally lost content and quality and depth so they could add more kiddy appealing broken stuff. war hammer is supposed to be a dark and realistic game with dark humor and brutally realistic graphics, not cartoony and filled with tower defence b.s and walls that fall like they are made of paper, almost nobody wanted the changes made to sieges. we just wanted more depth to process and to make it even bigger and badder, we wanted a better a.is, we wanted so many things this company couold have easily delivered on and instead we got this inclusivity/politicised dumpster fire that dare i say it probably had plenty of female hands in its conception. literally this game was supposed to be a slam dunk and there were so many ways to make deeper and more comprehensive and we got a half baked remodel instead of building on what was so successful and enjoyable. If you really read critical reviews of this game ill probably agree with 90% them without reading and it shocks me how many people blindly give this a thumbs up with under 300 hours titled ''game is good''.. we got scammed and screwed right over by C.A and you should expect future total war releases to be half baked unfinished messes with no thought or passion out into them. ive been waiting since the release for them to do right and fix this game or give us a true finale to the series and its seems its never going happen. don't buy this game until its 10 dollars on sale.","Consumer Value, Technical Quality, Artistic Direction"
warhammies (:,"Brand Recognition, Community Engagement, Gameplay Enjoyment"
"Finally no steps back with a tw-game. Sieges are finally fun, without being imballanced.","Gameplay Balance, Mechanical Improvement, Player Experience"
There is a lot of content and value even without all the DLC.,"Consumer Value, Content Volume, Monetization Model"
This game has potential to be excellent however until the awful performance issues have been optimised it's currently not playable.,"Technical Stability, Consumer Value"
"Game is good, worth the money, I had a ton of fun in single player.
Looks like many people expected this game to be expansion pack to WHII/Mortal Emprires, not something of its own kind, hence the big group of disappointed players. I like it now, with old races it will probably land in my top 3 games ever.

Pros:
+settlements battles, nice variation
+I love bear animations - whoever did it: 10/10 I could look at them running non-stop
+graphics and visual style are amazing 
[spoiler]+the way Tzar Boris gets introduced in the campaign - amazing - it would be great to have more missions granting legendary lords as reward[/spoiler] 

cons:
-I like playing as the good guys, I don't love that most of the factions are chaos
-related to above - red UI theme does not work for every faction
-inventory management still needs some work - I wouldn't mind a table with filters
-unending wave of raiders inviding Cathay is silly at some point
","Consumer Value, Gameplay Experience, Content Expectations"
"Bought this game and really fell in love with it. Overtime I bought all the DLC because I felt like I could play that game for a long while and wanted to show some support to the company for creating something that I really liked.

However, as time went by, I realised that the game contains a good amount of bugs. Some are more trivial than others and even though I believe that bugs are a part of developing a game, I feel like there's a lack of support by the company.

The last bug that got introduced with some good additional content basically broke 2 races (the AI does not do anything with those 2 races - it is a very critical bug), and we have been told by the company that it is gonna be fixed at the next DLC release which is in at least few weeks or even a month. I can understand that with new content, some things may not be working properly. What I cannot accept nor understand is when there's a critical issue being introduced, the focus and priority must switch on solving that issue instead of working on more additional content. At least if we had the ability to ""revert"" the changes but we do not. For these reasons, I am leaving a negative review.","Consumer Value, Technical Stability, Company Support"
"Good game, but still missing any kind of update to the lizardmen after 7 years, as a fan of the race I can't endorse the game in this state","Content Completeness, Long-Term Support, Fan Investment"
"Total War Community

A fun Game trying to show my support","Community Engagement, Consumer Support, Entertainment Value"
"Massive map, DLC's that are great! Overal so awesome!","Content Scope, Expansion Quality, Overall Enjoyment"
"Well, what a waste of time.

I used to like this game a lot. I wanted to like it more than 2 because the Old World is my favourite of the Warhammer settings. Having so many of the factions is a real sweet treat. Unfortunately, it seems to be a detriment.

A combination of a buggy release, so many bugs remaining after patch after patch, cut content locked behind dlc, more network errors than even 2, dlc having less content than usual (Looking at you Shadows of Change) and CA’s piss poor handling of this debacle as pushed me to no longer wish to play this game. It’s a shame too, because it has wonderful QoL changes (such as 8 player multiplayer which is absolutely kickass), but unfortunately my issues listed above keep it from being truly awesome.

If you want any advice, I recommend playing the second Warhammer game. You’ll get a solid map that doesn’t have as many issues running and you’ll also get an actual working game.

EDIT 1: Since my initial review, the game has gotten much better. It is now a a point where it is better than the second one.

EDIT 2: CA is something else.","Technical Stability, Content Value, Developer Support"
"Been playing since WH1 (OG Rome TW more specifically). Lots of potential but very minimal work is being put into hotfixes and additional content, and there is no free content added that is worthwhile compared to WH2. No groundbreaking innovations compared to its predecessor. I've played a few campaigns at release, Daemons are fun, except you Nurgle, then I waited for Immortal Empires. It ended up being a mess.
So I've waited months for things to get better, and watched from afar if their bugfixes and big content promises would be done. They did not. How surprising considering 3K patches, and they were better.
Chaos Dwarves got released at last for 25 euros. Maybe I'd have bought it later on when I might have played again, but it's quite expensive for an expansion. 25 euros is the cost of Hades, a very polished game with more replayability than a new faction. Then the new DLC price got leaked and it became clear by that point I had lost all interest in the game as it is, and TW in general. The leak was true, 3 lords and a skeleton crew of units. For 25 euros. Might probably be the combined price of both Hades and its coming sequel.

There is no point buying this game now, it's disgustingly expensive, buggy and unfinished. There are no cheap DLC deals for newcomers offered, and if you didn't buy them one release after an other like I was able to, that's a tremendous amount of money.

Try it later, much later, when the patch cycles are finished and *community* hotfixes will have fixed game breaking bugs affecting previous DLCs (looking at you Kroxigors, Ariel). 
Maybe CA will finally understand that actively continuing development of a game is better and safer for both their consumer base and themselves money and trust wise, and take notes from Larian Studios. They should. Because they've lost what little goodwill was left after what they did to Three Kingdoms with this. 
I feel sorry for the developers who want the best for this game, but are not given an opportunity to: you are not the culprits.","Consumer Value, Content Quality, Developer Support"
Good Game,Overall Enjoyment
"Edited review:

The game is back on track to be great once again",Consumer Value
"Love all the total wars (but 3 kingdoms) and this is no disappointment. My biggest problem with the last few,(3 kingdoms) you have to buy like 35722 DLC or the game feels empty.  Now I got all the Warhammers and DLCs 33% off and it was still like $250. Theres more DLC coming out soon, lol, so like almost 300 beans for everything. For Warhammer, OK, i`ll spend it but some of the others (3 kingdoms) I will not.","Consumer Value, Monetization Model, Franchise Comparison"
I mean. I like it so far! I like some of the new additions to diplomacy that was added. Really needs some optimization though. It runs like garbage at times.,"Gameplay Features, Technical Performance"
Fix it.,"Functional Performance, User Experience"
well well well,"Ambiguity of Expression, Minimalist Feedback, Context-Dependent Evaluation"
"Let's be honest about it , this is probably one of the best games made for pc in the last 10 years.","Overall Quality, Historical Significance, Platform Excellence"
Fire the incompetent managers that are preventing the developers from fixing their game.,"Management Effectiveness, Development Process, Product Quality"
i do war with my hammer,"Gameplay Mechanics, Player Expression, Narrative Tone"
"Its is a fun game, however it tends to crash A LOT.","Gameplay Enjoyment, Technical Stability"
"This game is peak warhammer.

i played it for a bit and i like it.","Franchise Authenticity, Consumer Enjoyment"
It's ok,Overall Satisfaction
I  can't believe I am writing this but DO NOT BUY THIS GAME. It is not properly supported and will NEVER BE! After BG3 the issues is this game became glaring. Don't settle for this low effort. Especially after they increase the price of the DLC. This is the only review I have ever done and I can't believe I am not recommending this game but here we are.,"Consumer Value, Technical Support, Comparative Quality"
"Game is great but needs a lot of DLC, so just like IRL warhammer, expect to pay too much.","Consumer Value, Monetization Model, Franchise Authenticity"
y,Content Quality
"only if you want the additional armies  - Chaos Dwarfs sound good
seems to crash my PC a lot (my PC needs and upgrade to its  graphics also very long load times 
Warhammer 2 is just as good really.","Content Value, Technical Performance, Comparative Assessment"
i like kids no homo,"Social Norms, Linguistic Expression"
Deeeeemon Prince,"Product Identity, Narrative Theme"
"Game has released in an inexcusably poor state. Dont buy it.
Edit : Now CA is price gouging. Even more reason not to buy!","Technical Stability, Consumer Value, Business Ethics"
"When you release a bug that breaks some of the fundamentals of the game, you make a quick ""whoopsie"" post and revert the change.. Why is this still live, and why was it live for more than 5 minutes to begin with? 
It's been a week, fix your game already..
Show the playerbase that we mean more to you than the size of our wallets for ONCE.","Technical Stability, Consumer Value, Developer Responsiveness"
"It total war, but completely broken apart.

Battlefields are flat empty plains that are just dark and brown. Battles are fought with gigantic death blobs lined up. There are so many mechanics on the empire map now that every turn feels like a slog. The warhammer fantasy universe is interesting, just not in this game.

 Its been so long since there has been a good total war game in over 10 years. I sure hope CA return to form at some point.","Gameplay Design, Content Depth, Franchise Legacy"
"Unfortunately once again CA Management shows how incompetent and greedy they are. 

All they care is about money and to keep pushing the DLCs, untill they milk everything. 

I am done buying DLCs for this game until, AI is Fixed, Sieges are reworked and actually interesting and the game does not break after every patch that then requires half an year to be fixed....","Consumer Value, Technical Stability, Business Ethics"
"This is a good game. I will say though, that i much prefer TWWH2 for various reasons and i will go into those below. 
Pros:
 - New races
 - New race-specific mechanics
 - New campaign that almost exclusively shows you all the new races and mechanics
 - ""Simultaneous"" turns are nice, but you are limited from various things at times or are whipped out of commands when battles start and such. Can't diplomacy while waiting for turn to end, etc. (also a con)
Cons:
 - Graphics when not in battle are inferior compared to legacy games, tend to be pastel/crayon looking and have odd filters
 - New races negate many things from legacy races, example is that old character duelists are now useless against lords larger than them (Queek is now awful)
 - New races (to my taste) are generally just not fun to deal with, large problem in main campaign, but not as large of a problem in Immortal empire campaigns","Gameplay Mechanics, Visual Design, Comparative Balance"
nice,Overall Satisfaction
Shits expensive DLC for the other games.,"Consumer Value, Content Quantity"
"Its fun for like 10 minutes. Everything after that is just you trying to convince yourself that your having fun. If you hate fun, play chess its way cheaper. If you like fun, don't waist your money on this.","Consumer Value, Gameplay Depth, Entertainment Quality"
I love the total war games and do think this one is good but it does still need some fixing,"Consumer Value, Technical Stability"
.,Content Quality
"Fantastic game both single and multiplayer hurt by aggressive DLC costing and a passion for delivering these.  I can't but love the property and way it plays, but fear that this painful obsession with high priced DLC may end this fantastic series of games.  Recommended with the caveat that for the full true experience your looking at the price of a cheap PC/console!","Consumer Value, Monetization Model, Gameplay Experience"
Good game,Overall Enjoyment
MTWGA!,Narrative
"blood for the blood god, skulls for the skull throne","Narrative/Thematic Alignment, Cultural/Community Reference"
go to war!,Narrative Engagement
Buggy mess with overpriced dlc.,"Technical Stability, Consumer Value"
"A buggy mess, with minimal content, over priced DLCs.","Technical Stability, Consumer Value, Monetization"
TOTAL WAR COMMUNITY!!!!!!!,Community Engagement
"Shadows of change sucked, but hey, at least we aren't Overwatch 2","Comparative Quality, Consumer Value"
love this game. hope CA continues to listen to the community and provide support.,"Consumer Satisfaction, Developer Support, Community Engagement"
"A great fantasy strategy game that allows you a tremendous amount of playable options. Yes, the DLCs do nickel and dime you but if you wait for the 50% off sales, the pricing isn't bad for the content you get.","Consumer Value, Gameplay Variety, DLC Pricing Model"
"Lots of DLC, the price can add up sorta fast but its well worth it for the large amount of replayability and general fun.","Consumer Value, Content Volume, Replayability"
"Edit as of 11.10.2025:
Well, I guess I was being quite naive, thinking that CA has somehow learned from their past mistakes and has actually started to try earn some trust back. As it stands, this game is a mess, and even though as a High Elves enjoyer I was extremely looking forward to the next DLC, I think I will pass. If CA does not have any respect towards its actual consumers, who buy the product, then I see no point in financially supporting them anymore.

I thought this game was important to them, being their current biggest title, raking a lot of income and all, but I guess not. Well, keep up at this, CA, and you can be sure you will lose all your customer base. I do not think I will be buying any new title.

I will keep the older review here, just to remind myself not to trust them that easily again.

CA has made some effort to actually address the underlying issues of this game. Patches are now more frequent, DLCs have also stepped up in quality. So, for now, I cautiously reccomend this game. However, the state of the game and more importantly, CA's approach was so, so bad I am not deleting my original review. CA still has to do a lot of work to get my goodwill back. For now, I am cautiously optimistic, but wary.

While this game is fun, with immense amount of content, races, playstyles and therefore replayability, I cannot in good conscience reccomend this game to any new players, because of the awful state it is in right now. There are myriads of bugs that have gone unaddressed now for months. You cannot enjoy some of the additional payed content, as for example Ariel is impossible to recruit in Wood elves campaigns, Nakai cannot recruit his signature unit, and so on. The worst part is that the company is very well aware of all of those issues and more, but they seem to not care at all. This is absolutely insane and unacceptable - such anti-consumer practices should never be tolerated.
So, until the company drastically changes its policy and actually delivers on the promise of frequent patches and hotfixes that would lead the game out of this dark forest full of bugs that it is currently in, no new players should even think of investing into this.
Also, the new pricing for DLCs is so over the top, it feels like a slap in the face to the community.

Edit as of 10.11.: The company has fixed some of the most egregious bugs, but the game is still far from being in an ok state. Also, to top it all off, their communication towards the community has become so arrogant I am starting to wonder whether they actually want their company to fail. Right to discuss is not a privilege, CA, it is my right as a customer I gained by buying your game. Get yourselves together fast, CA, or you will be left with no customer base.","Consumer Value, Company Trust, Product Quality"
"Better after the Update, but still not nearly perfect","Product Evolution, Consumer Satisfaction"
"Immortal empires transforms this game into something special.

EDIT

Well it did make it special, until greed took over.","Consumer Value, Corporate Ethics"
Honestly an excellent game just with really crappy and annoying economic practices with the overpriced DLC and like 80% of the lords being stuck behind a paywall. But otherwise a pretty good game with plenty of replay ability with no two playthroughs being identical even if you tried.,"Consumer Value, Gameplay Quality, Monetization Practices"
"A lot of crashes at the end of supid hard almost won battles, fix the game before releasing 34 new generic legendary lords","Technical Stability, Content Quality, Release Management"
Expensive but quite worth it.,"Cost Evaluation, Value Assessment"
